"","sample","species","nReads"
"1915","LK_201710","Micromonas pusilla",13312
"1916","LK_201710","Minutocellus polymorphus",54914
"1917","LK_201710","Muggiaea atlantica",63
"1918","LK_201710","Myxicola infundibulum CMC02",7
"1919","LK_201710","Navicula cryptocephala",19
"1920","LK_201710","Neorhodomela oregona",18
"1921","LK_201710","Nereocystis luetkeana",4
"1922","LK_201710","Notheia anomala",2
"1923","LK_201710","Ophelina acuminata",9
"1924","LK_201710","Paracalanus sp. C AC-2013",59
"1925","LK_201710","Penicillium sclerotiorum",154
"1926","LK_201710","Phaeocystis antarctica",2605
"1927","LK_201710","Phaeocystis globosa",257
"1928","LK_201710","Phyllodoce medipapillata",43
"1929","LK_201710","Phytophthora riparia",39
"1930","LK_201710","Platynereis bicanaliculata",12
"1931","LK_201710","Polydora lingshuiensis",4
"1932","LK_201710","Poteriospumella lacustris",33
"1933","LK_201710","Protoperidinium cf. depressum",436
"1934","LK_201710","Pseudo-nitzschia delicatissima",3
"1935","LK_201710","Pseudo-nitzschia hasleana",11
"1936","LK_201710","Pseudocalanus newmani",19595
"1937","LK_201710","Pseudochattonella farcimen",3479
"1938","LK_201710","Pycnococcus provasolii",771
"1939","LK_201710","Pythium acanthicum",63
"1940","LK_201710","Pythium tracheiphilum",1087
"1941","LK_201710","Ralfsioid sp. 4GWS",3
"1942","LK_201710","Rhizosolenia setigera",76
"1943","LK_201710","Semibalanus cariosus",166
"1944","LK_201710","Skeletonema japonicum",24
"1945","LK_201710","Stelligera rigida",14
"1946","LK_201710","Stephanopyxis turris",247
"1947","LK_201710","Strongylocentrotus droebachiensis",334
"1948","LK_201710","Thalassionema nitzschioides",8
"1949","LK_201710","Thalassiosira nordenskioeldii",16634
"1950","LK_201710","Thalassiosira punctigera",4
"1951","LK_201710","Thelepus crispus",6497
"1952","LK_201710","Triparma laevis",66
"1953","LK_201710","Tylos sp. clade D MM-2013",23
"1954","LK_201710","Wildemania sp. 5POR",59
"1955","LK_201710",NA,211524
"1956","LK_201711","Acila castrensis",64
"1957","LK_201711","Acrochaetium arcuatum",2
"1958","LK_201711","Aphanomyces sp. BOLD:AAO9952",30
"1959","LK_201711","Aphroditella hastata",201
"1960","LK_201711","Attheya longicornis",603
"1961","LK_201711","Balanus balanus",5
"1962","LK_201711","Bathycoccus prasinos",63935
"1963","LK_201711","Blastocladiella emersonii",73
"1964","LK_201711","Boccardia proboscidea",23
"1965","LK_201711","Callophyllis flabellulata",6
"1966","LK_201711","Centropages abdominalis",3
"1967","LK_201711","Chaetoceros socialis",42
"1968","LK_201711","Chattonella subsalsa",263
"1969","LK_201711","Chondracanthus exasperatus",9
"1970","LK_201711","Corallina vancouveriensis",2
"1971","LK_201711","Coscinodiscus wailesii",550
"1972","LK_201711","Crepipatella lingulata",12
"1973","LK_201711","Cylindrotheca closterium",5
"1974","LK_201711","Dendraster excentricus",806
"1975","LK_201711","Ditylum brightwellii",194
"1976","LK_201711","Emiliania huxleyi",377
"1977","LK_201711","Emplectonema sp. 1 TCH-2015",20
"1978","LK_201711","Geminosyllis ohma",3297
"1979","LK_201711","Halichondria panicea",21
"1980","LK_201711","Halidrys siliquosa",9
"1981","LK_201711","Hecatonema maculans",175
"1982","LK_201711","Heterocapsa rotundata",650
"1983","LK_201711","Hildenbrandia sp. 27GWS",831
"1984","LK_201711","Hincksia hincksiae",50
"1985","LK_201711","Homo sapiens",367
"1986","LK_201711","Laminariocolax aecidioides",139
"1987","LK_201711","Lepidodinium chlorophorum",354
"1988","LK_201711","Leptasterias hexactis",4
"1989","LK_201711","Littorina plena",301
"1990","LK_201711","Littorina scutulata",280
"1991","LK_201711","Littorina sitkana",580
"1992","LK_201711","Lottia paradigitalis",58
"1993","LK_201711","Loxosomella sp. JM-2012",910
"1994","LK_201711","Marionina sp. F LM-2012",1093
"1995","LK_201711","Martensia jejuensis",26
"1996","LK_201711","Mastocarpus alaskensis",274
"1997","LK_201711","Mesocentrotus franciscanus",27
"1998","LK_201711","Micromonas pusilla",19812
"1999","LK_201711","Minutocellus polymorphus",17050
"2000","LK_201711","Mytilus trossulus",25
"2001","LK_201711","Navicula sp. BOLD:AAO6950",5
"2002","LK_201711","Neorhodomela oregona",127
"2003","LK_201711","Nereocystis luetkeana",51
"2004","LK_201711","Nitzschia cf. promare",6
"2005","LK_201711","Ostrea lurida",453
"2006","LK_201711","Penicillium sclerotiorum",6
"2007","LK_201711","Phaeocystis antarctica",9436
"2008","LK_201711","Phaeocystis globosa",999
"2009","LK_201711","Phascolosoma agassizii",697
"2010","LK_201711","Phytophthora riparia",17
"2011","LK_201711","Platynereis bicanaliculata",153
"2012","LK_201711","Polycirrus sp. CMC02",122
"2013","LK_201711","Prionitis sternbergii",27
"2014","LK_201711","Pseudocalanus newmani",11
"2015","LK_201711","Pseudochattonella farcimen",202
"2016","LK_201711","Pycnococcus provasolii",78
"2017","LK_201711","Pythium acanthicum",458
"2018","LK_201711","Pythium pachycaule",129
"2019","LK_201711","Pythium tracheiphilum",1058
"2020","LK_201711","Ralfsioid sp. 4GWS",397
"2021","LK_201711","Rhizosolenia setigera",664
"2022","LK_201711","Sellaphora pupula",8
"2023","LK_201711","Semibalanus cariosus",25
"2024","LK_201711","Skeletonema japonicum",11
"2025","LK_201711","Stelligera rigida",6
"2026","LK_201711","Stephanopyxis turris",33
"2027","LK_201711","Strongylocentrotus droebachiensis",203
"2028","LK_201711","Thalassionema nitzschioides",51
"2029","LK_201711","Thalassiosira nordenskioeldii",4522
"2030","LK_201711","Thecamonas trahens",34
"2031","LK_201711","Thelepus cincinnatus",66
"2032","LK_201711","Thelepus crispus",97
"2033","LK_201711","Wildemania amplissima",1043
"2034","LK_201711","Wildemania sp. 5POR",42
"2035","LK_201711",NA,273924
"2036","LK_201801","Balanus glandula",115
"2037","LK_201801","Bathycoccus prasinos",48498
"2038","LK_201801","Callophyllis flabellulata",2
"2039","LK_201801","Chthamalus dalli",1310
"2040","LK_201801","Corallina vancouveriensis",402
"2041","LK_201801","Cordyceps militaris",845
"2042","LK_201801","Coscinodiscus wailesii",648
"2043","LK_201801","Cylindrotheca closterium",32
"2044","LK_201801","Dendraster excentricus",503
"2045","LK_201801","Dictyocha speculum",374
"2046","LK_201801","Ditylum brightwellii",133
"2047","LK_201801","Emiliania huxleyi",869
"2048","LK_201801","Halichondria panicea",169
"2049","LK_201801","Harpacticoida sp. DNZ085",1662
"2050","LK_201801","Heterocapsa rotundata",222
"2051","LK_201801","Hildenbrandia sp. 27GWS",28
"2052","LK_201801","Hincksia hincksiae",477
"2053","LK_201801","Homo sapiens",140
"2054","LK_201801","Leitoscoloplos pugettensis CMC01",659
"2055","LK_201801","Littorina plena",706
"2056","LK_201801","Micromonas pusilla",13855
"2057","LK_201801","Minutocellus polymorphus",7837
"2058","LK_201801","Navicula cryptocephala",107
"2059","LK_201801","Nitzschia cf. promare",174
"2060","LK_201801","Orthocladius sp. BOLD-2016",2765
"2061","LK_201801","Phaeocystis antarctica",25046
"2062","LK_201801","Phaeocystis globosa",101
"2063","LK_201801","Pinnularia sp. 5 CS-2011",231
"2064","LK_201801","Poteriospumella lacustris",4
"2065","LK_201801","Pseudocalanus newmani",8275
"2066","LK_201801","Pseudochattonella farcimen",942
"2067","LK_201801","Pycnococcus provasolii",639
"2068","LK_201801","Pythium tracheiphilum",98
"2069","LK_201801","Ralfsioid sp. 4GWS",6
"2070","LK_201801","Rhizosolenia setigera",42
"2071","LK_201801","Semibalanus cariosus",505
"2072","LK_201801","Skeletonema dohrnii",30
"2073","LK_201801","Skeletonema japonicum",93
"2074","LK_201801","Thalassiosira nordenskioeldii",380
"2075","LK_201801",NA,81555
"2076","LK_201803","Acartia californiensis",261
"2077","LK_201803","Acartia longiremis",8756
"2078","LK_201803","Acrochaetium arcuatum",41
"2079","LK_201803","Acrochaetium moniliforme",42
"2080","LK_201803","Amathia vidovici",6
"2081","LK_201803","Amphicaryon earnesti",52
"2082","LK_201803","Apodachlya minima",23
"2083","LK_201803","Attheya longicornis",22
"2084","LK_201803","Balanus balanus",395
"2085","LK_201803","Balanus glandula",987
"2086","LK_201803","Bathycoccus prasinos",30092
"2087","LK_201803","Callithamnion pikeanum",264
"2088","LK_201803","Centropages abdominalis",205
"2089","LK_201803","Chaetoceros socialis",62
"2090","LK_201803","Chattonella subsalsa",824
"2091","LK_201803","Chordariaceae sp. 17 AP-2014",10
"2092","LK_201803","Chthamalus dalli",26
"2093","LK_201803","Corallina vancouveriensis",61
"2094","LK_201803","Coscinodiscus wailesii",190
"2095","LK_201803","Cylindrotheca closterium",419
"2096","LK_201803","Dictyocha speculum",117
"2097","LK_201803","Ditylum brightwellii",813
"2098","LK_201803","Eucalanus bungii",6215
"2099","LK_201803","Evasterias troschelii",164
"2100","LK_201803","Fistulifera pelliculosa",68
"2101","LK_201803","Gomphonema clevei",18
"2102","LK_201803","Grammonema striatula",200
"2103","LK_201803","Halichondria panicea",1421
"2104","LK_201803","Halidrys siliquosa",16
"2105","LK_201803","Harpacticoida sp. DNZ085",282
"2106","LK_201803","Hecatonema maculans",25
"2107","LK_201803","Heterocapsa rotundata",262
"2108","LK_201803","Hildenbrandia sp. 27GWS",14
"2109","LK_201803","Hincksia hincksiae",10
"2110","LK_201803","Homo sapiens",42
"2111","LK_201803","Lacuna pallidula",23
"2112","LK_201803","Leathesia marina",14
"2113","LK_201803","Leptasterias hexactis",129
"2114","LK_201803","Lichtheimia ramosa",36
"2115","LK_201803","Littorina plena",8085
"2116","LK_201803","Littorina sitkana",129
"2117","LK_201803","Lottia paradigitalis",2061
"2118","LK_201803","Mesocentrotus franciscanus",328
"2119","LK_201803","Microcladia sp. 1Cal",2
"2120","LK_201803","Micromonas pusilla",14692
"2121","LK_201803","Minutocellus polymorphus",5910
"2122","LK_201803","Navicula cryptocephala",38
"2123","LK_201803","Navicula sp. BOLD:AAO6950",56
"2124","LK_201803","Navicula sp. BOLD:AAO6951",512
"2125","LK_201803","Neorhodomela oregona",65
"2126","LK_201803","Nitzschia cf. promare",105
"2127","LK_201803","Nuttallia olivacea",48
"2128","LK_201803","Odonthalia floccosa",3
"2129","LK_201803","Ostrea lurida",275
"2130","LK_201803","Paracalanus sp. C AC-2013",104
"2131","LK_201803","Phaeocystis antarctica",41456
"2132","LK_201803","Phaeocystis globosa",23
"2133","LK_201803","Phytophthora megasperma",17
"2134","LK_201803","Pisaster ochraceus",92
"2135","LK_201803","Plagiogramma sp. IAL-2014a",10
"2136","LK_201803","Polycirrus sp. CMC05",1932
"2137","LK_201803","Polysiphonia hendryi",1746
"2138","LK_201803","Porichthys notatus",127
"2139","LK_201803","Poteriospumella lacustris",139
"2140","LK_201803","Protoperidinium cf. depressum",26
"2141","LK_201803","Pseudocalanus moultoni",419
"2142","LK_201803","Pseudochattonella farcimen",56
"2143","LK_201803","Pseudolithophyllum sp. 2whidbeyense",56
"2144","LK_201803","Pterosiphonia bipinnata",1082
"2145","LK_201803","Pycnococcus provasolii",702
"2146","LK_201803","Pyramimonas parkeae",228
"2147","LK_201803","Pythium tracheiphilum",190
"2148","LK_201803","Ralfsioid sp. 4GWS",336
"2149","LK_201803","Rhizosolenia setigera",175
"2150","LK_201803","Saprolegnia diclina",61
"2151","LK_201803","Scopalina ruetzleri",44
"2152","LK_201803","Semibalanus cariosus",687
"2153","LK_201803","Skeletonema dohrnii",2208
"2154","LK_201803","Skeletonema japonicum",125
"2155","LK_201803","Stelligera rigida",8
"2156","LK_201803","Strongylocentrotus droebachiensis",988
"2157","LK_201803","Thalassionema nitzschioides",623
"2158","LK_201803","Thalassiosira nordenskioeldii",11473
"2159","LK_201803","Thalassiosira punctigera",95
"2160","LK_201803","Thecamonas trahens",7
"2161","LK_201803","Thelepus crispus",57
"2162","LK_201803","Thysanoessa raschii",6
"2163","LK_201803","Triparma laevis",467
"2164","LK_201803",NA,297104
"2165","LK_201805","Acartia longiremis",13160
"2166","LK_201805","Aequorea sp. MW-2012",29
"2167","LK_201805","Anisolpidium ectocarpii",88
"2168","LK_201805","Aphanomyces sp. BOLD:AAO9952",4
"2169","LK_201805","Apodachlya minima",89
"2170","LK_201805","Asterionellopsis glacialis",84
"2171","LK_201805","Asterionellopsis tropicalis",8
"2172","LK_201805","Attheya longicornis",709
"2173","LK_201805","Bathycoccus prasinos",2499
"2174","LK_201805","Calliarthron tuberculosum",31
"2175","LK_201805","Centropages abdominalis",124
"2176","LK_201805","Chattonella subsalsa",757
"2177","LK_201805","Chordariaceae sp. 7 AP-2014",772
"2178","LK_201805","Chrysochromulina sp. CCMP291",88
"2179","LK_201805","Corallina vancouveriensis",13679
"2180","LK_201805","Coscinodiscus wailesii",19
"2181","LK_201805","Ditylum brightwellii",925
"2182","LK_201805","Eucampia zodiacus",7
"2183","LK_201805","Fucus distichus",555
"2184","LK_201805","Gomphonema clevei",12
"2185","LK_201805","Grammonema striatula",1370
"2186","LK_201805","Halichondria panicea",722
"2187","LK_201805","Halidrys siliquosa",20
"2188","LK_201805","Halosydna brevisetosa",1157
"2189","LK_201805","Hematodinium sp.",23
"2190","LK_201805","Heterocapsa rotundata",26
"2191","LK_201805","Hildenbrandia sp. 27GWS",9
"2192","LK_201805","Homo sapiens",399
"2193","LK_201805","Laminariocolax aecidioides",212
"2194","LK_201805","Leptasterias hexactis",790
"2195","LK_201805","Lichtheimia ramosa",104
"2196","LK_201805","Littorina plena",56
"2197","LK_201805","Littorina scutulata",3253
"2198","LK_201805","Littorina sitkana",99
"2199","LK_201805","Macoma nasuta",193
"2200","LK_201805","Martensia jejuensis",22
"2201","LK_201805","Micromonas pusilla",5234
"2202","LK_201805","Navicula sp. BOLD:AAO6950",32
"2203","LK_201805","Navicula sp. BOLD:AAO6951",55
"2204","LK_201805","Neorhodomela oregona",104
"2205","LK_201805","Notheia anomala",4
"2206","LK_201805","Odonthalia floccosa",47
"2207","LK_201805","Opisthosyllis sp. CMC01",1021
"2208","LK_201805","Paracalanus sp. C AC-2013",18
"2209","LK_201805","Phaeocystis antarctica",7972
"2210","LK_201805","Phaeocystis globosa",35
"2211","LK_201805","Phytophthora siskiyouensis",7
"2212","LK_201805","Phytophthora taxon paludosa",21
"2213","LK_201805","Pisaster ochraceus",1583
"2214","LK_201805","Plagiogramma sp. IAL-2014a",184
"2215","LK_201805","Polysiphonia hendryi",519
"2216","LK_201805","Poteriospumella lacustris",89
"2217","LK_201805","Protoperidinium cf. depressum",51
"2218","LK_201805","Pseudo-nitzschia delicatissima",118
"2219","LK_201805","Pseudo-nitzschia hasleana",20
"2220","LK_201805","Pterosiphonia bipinnata",136
"2221","LK_201805","Pyropia fallax",183
"2222","LK_201805","Pythium pachycaule",280
"2223","LK_201805","Pythium tracheiphilum",1722
"2224","LK_201805","Ralfsioid sp. 4GWS",89
"2225","LK_201805","Rhizosolenia setigera",220
"2226","LK_201805","Rhodoptilum plumosum",42
"2227","LK_201805","Saprolegnia diclina",369
"2228","LK_201805","Saxidomus gigantea",29
"2229","LK_201805","Sellaphora bacillum",623
"2230","LK_201805","Semibalanus cariosus",12693
"2231","LK_201805","Skeletonema japonicum",488
"2232","LK_201805","Stephanopyxis turris",169
"2233","LK_201805","Thalassionema nitzschioides",45
"2234","LK_201805","Thalassiosira nordenskioeldii",17975
"2235","LK_201805","Thecamonas trahens",20
"2236","LK_201805","Thelepus crispus",1037
"2237","LK_201805","Thelepus sp. CMC01",1067
"2238","LK_201805","Wildemania sp. 5POR",664
"2239","LK_201805",NA,261688
"2240","LK_201807","Acanthamoeba castellanii",33755
"2241","LK_201807","Acartia longiremis",21956
"2242","LK_201807","Amathia vidovici",84
"2243","LK_201807","Aurelia labiata",3926
"2244","LK_201807","Bathycoccus prasinos",24315
"2245","LK_201807","Callithamnion pikeanum",122
"2246","LK_201807","Chaetoceros socialis",5
"2247","LK_201807","Chattonella subsalsa",45
"2248","LK_201807","Chordariaceae sp. 17 AP-2014",2
"2249","LK_201807","Chordariaceae sp. 7 AP-2014",33
"2250","LK_201807","Chrysaora melanaster",315
"2251","LK_201807","Chthamalus dalli",6073
"2252","LK_201807","Corallina vancouveriensis",201
"2253","LK_201807","Cordyceps militaris",143
"2254","LK_201807","Coscinodiscus wailesii",41872
"2255","LK_201807","Cylindrotheca closterium",93
"2256","LK_201807","Dictyocha speculum",295
"2257","LK_201807","Ditylum brightwellii",18
"2258","LK_201807","Emplectonema sp. 1 TCH-2015",6
"2259","LK_201807","Euclymene oerstedi",61
"2260","LK_201807","Euclymene sp. BOLD:ACG1020",12
"2261","LK_201807","Fucus distichus",155
"2262","LK_201807","Grammonema striatula",197
"2263","LK_201807","Halichondria panicea",1239
"2264","LK_201807","Hecatonema maculans",522
"2265","LK_201807","Hemigrapsus oregonensis",24
"2266","LK_201807","Heterocapsa rotundata",3168
"2267","LK_201807","Heterosigma akashiwo",169
"2268","LK_201807","Hildenbrandia sp. 27GWS",125
"2269","LK_201807","Homo sapiens",147
"2270","LK_201807","Leathesia marina",3
"2271","LK_201807","Leptasterias hexactis",343
"2272","LK_201807","Lichtheimia ramosa",24
"2273","LK_201807","Liparis florae",98
"2274","LK_201807","Littorina plena",131
"2275","LK_201807","Littorina scutulata",1103
"2276","LK_201807","Littorina sitkana",28
"2277","LK_201807","Lottia paradigitalis",460
"2278","LK_201807","Macoma nasuta",16
"2279","LK_201807","Mazzaella sp. GWS-2013b",8
"2280","LK_201807","Membranipora membranacea",1093
"2281","LK_201807","Mesocentrotus franciscanus",53
"2282","LK_201807","Microcladia coulteri",91
"2283","LK_201807","Micromonas pusilla",48946
"2284","LK_201807","Microspongium alariae",6
"2285","LK_201807","Minutocellus polymorphus",4497
"2286","LK_201807","Myrionema balticum",9
"2287","LK_201807","Naineris dendritica CMC02",203
"2288","LK_201807","Navicula cryptocephala",9
"2289","LK_201807","Navicula glaciei",138
"2290","LK_201807","Navicula sp. BOLD:AAO6950",57
"2291","LK_201807","Navicula sp. BOLD:AAO6951",143
"2292","LK_201807","Neorhodomela oregona",108
"2293","LK_201807","Nereis vexillosa",372
"2294","LK_201807","Nereocystis luetkeana",124
"2295","LK_201807","Nitzschia cf. promare",93
"2296","LK_201807","Oncorhynchus keta",124
"2297","LK_201807","Paracalanus sp. C AC-2013",635
"2298","LK_201807","Paramoeba pemaquidensis",27
"2299","LK_201807","Penicillium sclerotiorum",90
"2300","LK_201807","Phaeocystis antarctica",69
"2301","LK_201807","Phaeocystis globosa",89
