"","sample","species","nReads"
"2883","FH_201706C.3","Skeletonema japonicum",24
"2884","FH_201706C.3","Stelligera rigida",13
"2885","FH_201706C.3","Striaria attenuata",116
"2886","FH_201706C.3","Synchaeta pectinata",66
"2887","FH_201706C.3","Thalassionema nitzschioides",118
"2888","FH_201706C.3","Thalassiosira nordenskioeldii",455
"2889","FH_201706C.3","Thalassiosira pseudonana",13
"2890","FH_201706C.3","Triparma laevis",31
"2891","FH_201706C.3",NA,36021
"2892","FH_201707A.1","Acartia longiremis",148
"2893","FH_201707A.1","Blastocladiella emersonii",2
"2894","FH_201707A.1","Chaetoceros socialis",23
"2895","FH_201707A.1","Chattonella subsalsa",131
"2896","FH_201707A.1","Coscinodiscus wailesii",2961
"2897","FH_201707A.1","Cylindrotheca closterium",141
"2898","FH_201707A.1","Dictyocha speculum",15
"2899","FH_201707A.1","Ditylum brightwellii",43
"2900","FH_201707A.1","Heterocapsa rotundata",4
"2901","FH_201707A.1","Membranipora membranacea",73
"2902","FH_201707A.1","Micromonas pusilla",264
"2903","FH_201707A.1","Nais elinguis",7
"2904","FH_201707A.1","Paracalanus sp. C AC-2013",17
"2905","FH_201707A.1","Phaeocystis antarctica",18
"2906","FH_201707A.1","Phaeocystis globosa",4
"2907","FH_201707A.1","Plagiogramma sp. IAL-2014a",2
"2908","FH_201707A.1","Protoperidinium cf. depressum",94
"2909","FH_201707A.1","Pseudocalanus newmani",1417
"2910","FH_201707A.1","Pythium pachycaule",21
"2911","FH_201707A.1","Pythium tracheiphilum",92
"2912","FH_201707A.1","Stephanopyxis turris",21
"2913","FH_201707A.1","Thalassiosira nordenskioeldii",6
"2914","FH_201707A.1",NA,5660
"2915","FH_201707A.2","Acartia longiremis",327
"2916","FH_201707A.2","Anisolpidium ectocarpii",17
"2917","FH_201707A.2","Bathycoccus prasinos",964
"2918","FH_201707A.2","Chaetoceros socialis",56
"2919","FH_201707A.2","Chattonella subsalsa",327
"2920","FH_201707A.2","Coscinodiscus wailesii",9792
"2921","FH_201707A.2","Cylindrotheca closterium",757
"2922","FH_201707A.2","Dictyocha speculum",18
"2923","FH_201707A.2","Ditylum brightwellii",117
"2924","FH_201707A.2","Eucampia zodiacus",6
"2925","FH_201707A.2","Heterocapsa rotundata",97
"2926","FH_201707A.2","Mazzaella splendens",17
"2927","FH_201707A.2","Membranipora membranacea",297
"2928","FH_201707A.2","Mesocentrotus franciscanus",56
"2929","FH_201707A.2","Micromonas pusilla",494
"2930","FH_201707A.2","Minutocellus polymorphus",1124
"2931","FH_201707A.2","Nais elinguis",180
"2932","FH_201707A.2","Paracalanus sp. C AC-2013",73
"2933","FH_201707A.2","Phaeocystis antarctica",70
"2934","FH_201707A.2","Phaeocystis globosa",20
"2935","FH_201707A.2","Pinnularia sp. 5 CS-2011",34
"2936","FH_201707A.2","Poteriospumella lacustris",18
"2937","FH_201707A.2","Protoperidinium cf. depressum",186
"2938","FH_201707A.2","Pseudocalanus newmani",7778
"2939","FH_201707A.2","Pythium tracheiphilum",318
"2940","FH_201707A.2","Rhizosolenia setigera",8
"2941","FH_201707A.2","Stephanopyxis turris",26
"2942","FH_201707A.2","Thalassiosira nordenskioeldii",369
"2943","FH_201707A.2",NA,36612
"2944","FH_201707A.3","Acartia longiremis",59
"2945","FH_201707A.3","Bathycoccus prasinos",34
"2946","FH_201707A.3","Chaetoceros socialis",5
"2947","FH_201707A.3","Chattonella subsalsa",41
"2948","FH_201707A.3","Coscinodiscus wailesii",2436
"2949","FH_201707A.3","Cylindrotheca closterium",24
"2950","FH_201707A.3","Dictyocha speculum",13
"2951","FH_201707A.3","Ditylum brightwellii",6
"2952","FH_201707A.3","Heterocapsa rotundata",28
"2953","FH_201707A.3","Micromonas pusilla",79
"2954","FH_201707A.3","Navicula ramosissima",5
"2955","FH_201707A.3","Paracalanus sp. C AC-2013",22
"2956","FH_201707A.3","Phaeocystis antarctica",6
"2957","FH_201707A.3","Protoperidinium cf. depressum",76
"2958","FH_201707A.3","Pseudocalanus newmani",1387
"2959","FH_201707A.3","Pythium tracheiphilum",85
"2960","FH_201707A.3","Stephanopyxis turris",10
"2961","FH_201707A.3","Thalassiosira nordenskioeldii",11
"2962","FH_201707A.3",NA,4852
"2963","FH_201707B.1","Acartia longiremis",603
"2964","FH_201707B.1","Barantolla americana CMC01",18
"2965","FH_201707B.1","Bathycoccus prasinos",17573
"2966","FH_201707B.1","Calanus pacificus",458
"2967","FH_201707B.1","Chaetoceros socialis",35
"2968","FH_201707B.1","Chattonella subsalsa",140
"2969","FH_201707B.1","Coscinodiscus wailesii",3765
"2970","FH_201707B.1","Cylindrotheca closterium",164
"2971","FH_201707B.1","Dictyocha speculum",10
"2972","FH_201707B.1","Ditylum brightwellii",30
"2973","FH_201707B.1","Heterocapsa rotundata",12
"2974","FH_201707B.1","Homo sapiens",4
"2975","FH_201707B.1","Littorina plena",69
"2976","FH_201707B.1","Membranipora membranacea",46
"2977","FH_201707B.1","Micromonas pusilla",3504
"2978","FH_201707B.1","Minutocellus polymorphus",304
"2979","FH_201707B.1","Nais elinguis",5
"2980","FH_201707B.1","Navicula glaciei",4
"2981","FH_201707B.1","Nitzschia cf. promare",17
"2982","FH_201707B.1","Paracalanus sp. C AC-2013",25
"2983","FH_201707B.1","Phaeocystis antarctica",5532
"2984","FH_201707B.1","Phytophthora multivora",2
"2985","FH_201707B.1","Poteriospumella lacustris",80
"2986","FH_201707B.1","Protoperidinium cf. depressum",76
"2987","FH_201707B.1","Pseudocalanus moultoni",15
"2988","FH_201707B.1","Pseudocalanus newmani",1627
"2989","FH_201707B.1","Pythium tracheiphilum",161
"2990","FH_201707B.1","Rhizosolenia setigera",24
"2991","FH_201707B.1","Semibalanus cariosus",6
"2992","FH_201707B.1","Stephanopyxis turris",29
"2993","FH_201707B.1","Thalassiosira nordenskioeldii",86
"2994","FH_201707B.1","Triparma laevis",1327
"2995","FH_201707B.1",NA,23882
"2996","FH_201707B.2","Acartia californiensis",27
"2997","FH_201707B.2","Acartia longiremis",291
"2998","FH_201707B.2","Barantolla americana CMC01",374
"2999","FH_201707B.2","Bathycoccus prasinos",20876
"3000","FH_201707B.2","Chaetoceros socialis",2
"3001","FH_201707B.2","Chattonella subsalsa",113
"3002","FH_201707B.2","Coscinodiscus wailesii",2831
"3003","FH_201707B.2","Cylindrotheca closterium",70
"3004","FH_201707B.2","Dictyocha speculum",12
"3005","FH_201707B.2","Ditylum brightwellii",19
"3006","FH_201707B.2","Heterocapsa rotundata",19
"3007","FH_201707B.2","Membranipora membranacea",19
"3008","FH_201707B.2","Micromonas pusilla",3177
"3009","FH_201707B.2","Minutocellus polymorphus",474
"3010","FH_201707B.2","Paracalanus sp. C AC-2013",16
"3011","FH_201707B.2","Phaeocystis antarctica",3182
"3012","FH_201707B.2","Pinnularia sp. 5 CS-2011",47
"3013","FH_201707B.2","Poteriospumella lacustris",81
"3014","FH_201707B.2","Protoperidinium cf. depressum",44
"3015","FH_201707B.2","Pseudo-nitzschia hasleana",10
"3016","FH_201707B.2","Pseudocalanus newmani",1422
"3017","FH_201707B.2","Pythium tracheiphilum",98
"3018","FH_201707B.2","Rhizosolenia setigera",12
"3019","FH_201707B.2","Stephanopyxis turris",12
"3020","FH_201707B.2","Thalassiosira nordenskioeldii",122
"3021","FH_201707B.2","Triparma laevis",2098
"3022","FH_201707B.2",NA,19431
"3023","FH_201707B.3","Acartia longiremis",37
"3024","FH_201707B.3","Bathycoccus prasinos",4651
"3025","FH_201707B.3","Calanus pacificus",22
"3026","FH_201707B.3","Chattonella subsalsa",11
"3027","FH_201707B.3","Coscinodiscus wailesii",1596
"3028","FH_201707B.3","Cylindrotheca closterium",3
"3029","FH_201707B.3","Dictyocha speculum",17
"3030","FH_201707B.3","Ditylum brightwellii",17
"3031","FH_201707B.3","Membranipora membranacea",3
"3032","FH_201707B.3","Micromonas pusilla",398
"3033","FH_201707B.3","Minutocellus polymorphus",66
"3034","FH_201707B.3","Paracalanus sp. C AC-2013",6
"3035","FH_201707B.3","Phaeocystis antarctica",593
"3036","FH_201707B.3","Protoperidinium cf. depressum",26
"3037","FH_201707B.3","Pseudocalanus newmani",205
"3038","FH_201707B.3","Pythium pachycaule",7
"3039","FH_201707B.3","Pythium tracheiphilum",39
"3040","FH_201707B.3","Stelligera rigida",3
"3041","FH_201707B.3","Stephanopyxis turris",5
"3042","FH_201707B.3","Thalassiosira nordenskioeldii",5
"3043","FH_201707B.3","Triparma laevis",78
"3044","FH_201707B.3",NA,3084
"3045","FH_201707C.1","Acartia longiremis",27712
"3046","FH_201707C.1","Anisolpidium ectocarpii",82
"3047","FH_201707C.1","Arca avellana",11
"3048","FH_201707C.1","Asterionellopsis glacialis",6
"3049","FH_201707C.1","Asterionellopsis tropicalis",121
"3050","FH_201707C.1","Attheya longicornis",33
"3051","FH_201707C.1","Aurelia labiata",129
"3052","FH_201707C.1","Bathycoccus prasinos",354
"3053","FH_201707C.1","Brachionidae sp. SHYT150702c",33
"3054","FH_201707C.1","Calanus pacificus",9664
"3055","FH_201707C.1","Centropages abdominalis",1731
"3056","FH_201707C.1","Chaetoceros socialis",228
"3057","FH_201707C.1","Chaetoceros sp. MBTD-CMFRI-S045",531
"3058","FH_201707C.1","Chaetoceros sp. MBTD-CMFRI-S062",15
"3059","FH_201707C.1","Chattonella subsalsa",1207
"3060","FH_201707C.1","Chondracanthus exasperatus",16
"3061","FH_201707C.1","Chrysochromulina sp. CCMP291",12
"3062","FH_201707C.1","Compsomyax subdiaphana",8694
"3063","FH_201707C.1","Coryne eximia",43
"3064","FH_201707C.1","Coscinodiscus wailesii",61897
"3065","FH_201707C.1","Cylindrotheca closterium",3898
"3066","FH_201707C.1","Dictyocha speculum",185
"3067","FH_201707C.1","Ditylum brightwellii",663
"3068","FH_201707C.1","Dolichomastix tenuilepis",83
"3069","FH_201707C.1","Eucampia zodiacus",20
"3070","FH_201707C.1","Halichondria panicea",7
"3071","FH_201707C.1","Heterocapsa rotundata",227
"3072","FH_201707C.1","Homo sapiens",4
"3073","FH_201707C.1","Mazzaella splendens",24
"3074","FH_201707C.1","Membranipora membranacea",719
"3075","FH_201707C.1","Micromonas pusilla",1520
"3076","FH_201707C.1","Minutocellus polymorphus",1278
"3077","FH_201707C.1","Nais communis/variabilis complex sp. A1",4
"3078","FH_201707C.1","Navicula ramosissima",32
"3079","FH_201707C.1","Nitzschia cf. promare",183
"3080","FH_201707C.1","Paracalanus sp. C AC-2013",1338
"3081","FH_201707C.1","Pedospumella sinomuralis",9
"3082","FH_201707C.1","Phaeocystis antarctica",321
"3083","FH_201707C.1","Phaeocystis globosa",40
"3084","FH_201707C.1","Pinnularia sp. 5 CS-2011",48
"3085","FH_201707C.1","Polysiphonia hendryi",9
"3086","FH_201707C.1","Poteriospumella lacustris",56
"3087","FH_201707C.1","Protoperidinium cf. depressum",3631
"3088","FH_201707C.1","Pseudocalanus moultoni",176
"3089","FH_201707C.1","Pseudocalanus newmani",28137
"3090","FH_201707C.1","Pythium pachycaule",82
"3091","FH_201707C.1","Pythium tracheiphilum",1864
"3092","FH_201707C.1","Rhizosolenia setigera",355
"3093","FH_201707C.1","Saprolegnia diclina",14
"3094","FH_201707C.1","Semibalanus cariosus",229
"3095","FH_201707C.1","Smithora naiadum",7
"3096","FH_201707C.1","Stephanopyxis turris",44
"3097","FH_201707C.1","Synchaeta pectinata",67
"3098","FH_201707C.1","Thalassiosira nordenskioeldii",394
"3099","FH_201707C.1","Triparma laevis",38
"3100","FH_201707C.1",NA,130932
"3101","FH_201707C.2","Acartia longiremis",6059
"3102","FH_201707C.2","Aequorea sp. MW-2012",2
"3103","FH_201707C.2","Balanus balanus",12
"3104","FH_201707C.2","Bathycoccus prasinos",72
"3105","FH_201707C.2","Calanus pacificus",1606
"3106","FH_201707C.2","Centropages abdominalis",1740
"3107","FH_201707C.2","Chaetoceros socialis",37
"3108","FH_201707C.2","Chaetoceros sp. MBTD-CMFRI-S045",77
"3109","FH_201707C.2","Chattonella subsalsa",147
"3110","FH_201707C.2","Compsomyax subdiaphana",289
"3111","FH_201707C.2","Coryne eximia",38
"3112","FH_201707C.2","Coscinodiscus wailesii",11536
"3113","FH_201707C.2","Cylindrotheca closterium",1324
"3114","FH_201707C.2","Dictyocha speculum",6
"3115","FH_201707C.2","Ditylum brightwellii",45
"3116","FH_201707C.2","Heterocapsa rotundata",15
"3117","FH_201707C.2","Membranipora membranacea",17
"3118","FH_201707C.2","Micromonas pusilla",200
"3119","FH_201707C.2","Minutocellus polymorphus",203
"3120","FH_201707C.2","Nais communis/variabilis complex sp. A1",31
"3121","FH_201707C.2","Nais elinguis",5
"3122","FH_201707C.2","Nitzschia cf. promare",28
"3123","FH_201707C.2","Paracalanus sp. C AC-2013",101
"3124","FH_201707C.2","Phaeocystis antarctica",45
"3125","FH_201707C.2","Phaeocystis globosa",5
"3126","FH_201707C.2","Pinnularia sp. 5 CS-2011",6
"3127","FH_201707C.2","Protoperidinium cf. depressum",139
"3128","FH_201707C.2","Pseudocalanus moultoni",13
"3129","FH_201707C.2","Pseudocalanus newmani",7835
"3130","FH_201707C.2","Pythium tracheiphilum",88
"3131","FH_201707C.2","Rhizosolenia setigera",112
"3132","FH_201707C.2","Thalassiosira nordenskioeldii",90
"3133","FH_201707C.2","Triparma laevis",18
"3134","FH_201707C.2",NA,19134
"3135","FH_201707C.3","Acartia longiremis",1113
"3136","FH_201707C.3","Calanus pacificus",464
"3137","FH_201707C.3","Centropages abdominalis",17
"3138","FH_201707C.3","Chaetoceros socialis",6
"3139","FH_201707C.3","Chaetoceros sp. MBTD-CMFRI-S045",4
"3140","FH_201707C.3","Chattonella subsalsa",13
"3141","FH_201707C.3","Compsomyax subdiaphana",146
"3142","FH_201707C.3","Coscinodiscus wailesii",1542
"3143","FH_201707C.3","Cylindrotheca closterium",171
"3144","FH_201707C.3","Dictyocha speculum",6
"3145","FH_201707C.3","Ditylum brightwellii",7
"3146","FH_201707C.3","Heterocapsa rotundata",6
"3147","FH_201707C.3","Membranipora membranacea",13
"3148","FH_201707C.3","Micromonas pusilla",55
"3149","FH_201707C.3","Nais communis/variabilis complex sp. A1",6
"3150","FH_201707C.3","Nais elinguis",5
"3151","FH_201707C.3","Paracalanus sp. C AC-2013",27
"3152","FH_201707C.3","Protoperidinium cf. depressum",79
"3153","FH_201707C.3","Pseudocalanus newmani",1918
"3154","FH_201707C.3","Pythium tracheiphilum",23
"3155","FH_201707C.3","Rhizosolenia setigera",4
"3156","FH_201707C.3","Thalassiosira nordenskioeldii",13
"3157","FH_201707C.3",NA,6703
"3158","FH_201708A.1","Acartia longiremis",71
"3159","FH_201708A.1","Asterionellopsis glacialis",12
"3160","FH_201708A.1","Attheya longicornis",7
"3161","FH_201708A.1","Azumapecten farreri",6
"3162","FH_201708A.1","Balanus balanus",89
"3163","FH_201708A.1","Bathycoccus prasinos",50
"3164","FH_201708A.1","Chaetoceros socialis",112
"3165","FH_201708A.1","Chaetoceros sp. MBTD-CMFRI-S045",36
"3166","FH_201708A.1","Chaetoceros sp. MBTD-CMFRI-S062",40
"3167","FH_201708A.1","Chattonella subsalsa",10
"3168","FH_201708A.1","Clytia gracilis",155
"3169","FH_201708A.1","Dictyocha speculum",43
"3170","FH_201708A.1","Euclymene oerstedi",37
"3171","FH_201708A.1","Haliclystus sanjuanensis",108
"3172","FH_201708A.1","Hecatonema maculans",14
"3173","FH_201708A.1","Mazzaella splendens",87
"3174","FH_201708A.1","Micromonas pusilla",408
"3175","FH_201708A.1","Minutocellus polymorphus",770
"3176","FH_201708A.1","Nereocystis luetkeana",2
"3177","FH_201708A.1","Nicolea zostericola",9
"3178","FH_201708A.1","Orthopyxis integra",25
"3179","FH_201708A.1","Phaeocystis antarctica",958
"3180","FH_201708A.1","Platynereis bicanaliculata",16
"3181","FH_201708A.1","Polysiphonia hendryi",27
"3182","FH_201708A.1","Prionitis sternbergii",3
"3183","FH_201708A.1","Proceraea okadai",25
"3184","FH_201708A.1","Pseudo-nitzschia delicatissima",7
"3185","FH_201708A.1","Pseudo-nitzschia hasleana",31
"3186","FH_201708A.1","Pseudocalanus newmani",17
"3187","FH_201708A.1","Pythium tracheiphilum",17
"3188","FH_201708A.1","Ralfsioid sp. 4GWS",3
"3189","FH_201708A.1","Rhizosolenia setigera",559
"3190","FH_201708A.1","Semibalanus cariosus",4
"3191","FH_201708A.1","Smithora naiadum",24
"3192","FH_201708A.1","Thalassiosira nordenskioeldii",413
"3193","FH_201708A.1","Thelepus sp. CMC01",340
"3194","FH_201708A.1",NA,6382
"3195","FH_201708A.2","Acartia longiremis",545
"3196","FH_201708A.2","Asterionellopsis glacialis",12
"3197","FH_201708A.2","Asterionellopsis tropicalis",6
"3198","FH_201708A.2","Attheya longicornis",38
"3199","FH_201708A.2","Azumapecten farreri",4
"3200","FH_201708A.2","Balanus balanus",1256
"3201","FH_201708A.2","Bathycoccus prasinos",397
"3202","FH_201708A.2","Chaetoceros socialis",305
"3203","FH_201708A.2","Chaetoceros sp. MBTD-CMFRI-S045",78
"3204","FH_201708A.2","Chaetoceros sp. MBTD-CMFRI-S062",54
"3205","FH_201708A.2","Chattonella subsalsa",56
"3206","FH_201708A.2","Chrysonoma sp. ANIC15",54
"3207","FH_201708A.2","Clytia folleata",72
"3208","FH_201708A.2","Clytia gracilis",526
"3209","FH_201708A.2","Corallina vancouveriensis",12
"3210","FH_201708A.2","Coscinodiscus wailesii",9
"3211","FH_201708A.2","Cylindrotheca closterium",41
"3212","FH_201708A.2","Devaleraea mollis",37
"3213","FH_201708A.2","Dictyocha speculum",173
"3214","FH_201708A.2","Ditylum brightwellii",13
"3215","FH_201708A.2","Dodecaceria sp. CMC01",21
"3216","FH_201708A.2","Egregia menziesii",4
"3217","FH_201708A.2","Haliclystus sanjuanensis",188
"3218","FH_201708A.2","Hecatonema maculans",110
"3219","FH_201708A.2","Heterocapsa rotundata",42
"3220","FH_201708A.2","Laminariocolax aecidioides",17
"3221","FH_201708A.2","Mazzaella sp. GWS-2013b",17
"3222","FH_201708A.2","Mazzaella splendens",356
"3223","FH_201708A.2","Membranipora membranacea",65
"3224","FH_201708A.2","Microcladia coulteri",8
"3225","FH_201708A.2","Micromonas pusilla",3088
"3226","FH_201708A.2","Minutocellus polymorphus",7035
"3227","FH_201708A.2","Nereocystis luetkeana",54
"3228","FH_201708A.2","Nicolea zostericola",63
"3229","FH_201708A.2","Nitzschia cf. promare",10
"3230","FH_201708A.2","Orthopyxis integra",401
"3231","FH_201708A.2","Paracalanus sp. C AC-2013",13
"3232","FH_201708A.2","Phaeocystis antarctica",5154
"3233","FH_201708A.2","Phaeocystis globosa",33
"3234","FH_201708A.2","Phytophthora siskiyouensis",3
"3235","FH_201708A.2","Pinnularia sp. 5 CS-2011",10
"3236","FH_201708A.2","Platynereis bicanaliculata",52
"3237","FH_201708A.2","Polysiphonia hendryi",86
"3238","FH_201708A.2","Poteriospumella lacustris",2
"3239","FH_201708A.2","Prionitis sternbergii",7
"3240","FH_201708A.2","Protoperidinium cf. depressum",110
"3241","FH_201708A.2","Pseudo-nitzschia hasleana",82
"3242","FH_201708A.2","Pseudocalanus newmani",188
"3243","FH_201708A.2","Pycnococcus provasolii",465
"3244","FH_201708A.2","Pyropia nereocystis",10
"3245","FH_201708A.2","Pythium aff. diclinum",101
"3246","FH_201708A.2","Pythium tracheiphilum",12
"3247","FH_201708A.2","Rhizosolenia setigera",3681
"3248","FH_201708A.2","Sellaphora bacillum",20
"3249","FH_201708A.2","Semibalanus cariosus",12
"3250","FH_201708A.2","Skeletonema japonicum",27
"3251","FH_201708A.2","Smithora naiadum",121
"3252","FH_201708A.2","Thalassiosira nordenskioeldii",1532
"3253","FH_201708A.2","Thecamonas trahens",11
"3254","FH_201708A.2","Thelepus sp. CMC01",95
"3255","FH_201708A.2","Triparma laevis",66
"3256","FH_201708A.2","Wildemania sp. HK-2011",26
"3257","FH_201708A.2",NA,51836
"3258","FH_201708A.3","Acartia longiremis",272
"3259","FH_201708A.3","Acrochaetium arcuatum",39
"3260","FH_201708A.3","Apodachlya minima",12
"3261","FH_201708A.3","Asterionellopsis glacialis",19
"3262","FH_201708A.3","Asterionellopsis tropicalis",33
"3263","FH_201708A.3","Attheya longicornis",61
"3264","FH_201708A.3","Azumapecten farreri",15
"3265","FH_201708A.3","Balanus balanus",763
"3266","FH_201708A.3","Bathycoccus prasinos",722
"3267","FH_201708A.3","Chaetoceros socialis",753
"3268","FH_201708A.3","Chaetoceros sp. MBTD-CMFRI-S045",40
"3269","FH_201708A.3","Chaetoceros sp. MBTD-CMFRI-S062",36
"3270","FH_201708A.3","Chondracanthus exasperatus",5
"3271","FH_201708A.3","Chrysochromulina sp. CCMP291",35
"3272","FH_201708A.3","Clytia gracilis",328
"3273","FH_201708A.3","Coscinodiscus wailesii",40
"3274","FH_201708A.3","Cylindrotheca closterium",32
"3275","FH_201708A.3","Devaleraea mollis",68
"3276","FH_201708A.3","Dictyocha speculum",593
"3277","FH_201708A.3","Ditylum brightwellii",43
"3278","FH_201708A.3","Eucampia zodiacus",34
"3279","FH_201708A.3","Gymnodinium sp. NVA/RUS/2008",8
