sample,bio,tech,species,nReads
LK_201708,C,2,Poteriospumella lacustris,3
LK_201708,C,2,Pseudo-nitzschia delicatissima,9
LK_201708,C,2,Pseudo-nitzschia hasleana,80
LK_201708,C,2,Pseudocalanus newmani,5364
LK_201708,C,2,Pseudochattonella farcimen,5
LK_201708,C,2,Pyropia nereocystis,9
LK_201708,C,2,Pythium tracheiphilum,53
LK_201708,C,2,Rhizosolenia setigera,292
LK_201708,C,2,Semibalanus cariosus,35
LK_201708,C,2,Skeletonema dohrnii,4
LK_201708,C,2,Stephanopyxis turris,9
LK_201708,C,2,Strongylocentrotus droebachiensis,5
LK_201708,C,2,Thalassiosira nordenskioeldii,1557
LK_201708,C,2,NA,44720
LK_201708,C,3,Acartia californiensis,70
LK_201708,C,3,Asterionellopsis tropicalis,7
LK_201708,C,3,Attheya longicornis,6
LK_201708,C,3,Azumapecten farreri,39
LK_201708,C,3,Bathycoccus prasinos,265
LK_201708,C,3,Chaetoceros socialis,52
LK_201708,C,3,Chaetoceros sp. MBTD-CMFRI-S062,10
LK_201708,C,3,Chattonella subsalsa,31
LK_201708,C,3,Coscinodiscus wailesii,22
LK_201708,C,3,Cylindrotheca closterium,6
LK_201708,C,3,Dictyocha speculum,92
LK_201708,C,3,Heterocapsa rotundata,2
LK_201708,C,3,Membranipora membranacea,232
LK_201708,C,3,Mesocentrotus franciscanus,23
LK_201708,C,3,Micromonas pusilla,540
LK_201708,C,3,Minutocellus polymorphus,434
LK_201708,C,3,Nereocystis luetkeana,6
LK_201708,C,3,Paracalanus sp. C AC-2013,12
LK_201708,C,3,Phaeocystis antarctica,363
LK_201708,C,3,Phaeocystis globosa,5
LK_201708,C,3,Polysiphonia hendryi,4
LK_201708,C,3,Pseudo-nitzschia hasleana,9
LK_201708,C,3,Pseudocalanus newmani,507
LK_201708,C,3,Pycnococcus provasolii,4
LK_201708,C,3,Rhizosolenia setigera,76
LK_201708,C,3,Schistomeringos longicornis,7
LK_201708,C,3,Strongylocentrotus droebachiensis,54
LK_201708,C,3,Thalassiosira nordenskioeldii,471
LK_201708,C,3,Triparma laevis,6
LK_201708,C,3,NA,6027
LK_201709,A,1,Acrochaetium moniliforme,7
LK_201709,A,1,Bathycoccus prasinos,13888
LK_201709,A,1,Boccardia proboscidea,37
LK_201709,A,1,Chattonella subsalsa,2
LK_201709,A,1,Chthamalus dalli,59
LK_201709,A,1,Clytia gracilis,576
LK_201709,A,1,Corallina vancouveriensis,82
LK_201709,A,1,Coscinodiscus wailesii,30
LK_201709,A,1,Cylindrotheca closterium,231
LK_201709,A,1,Ditylum brightwellii,11
LK_201709,A,1,Emiliania huxleyi,50
LK_201709,A,1,Grammonema striatula,24
LK_201709,A,1,Halichondria panicea,235
LK_201709,A,1,Hecatonema maculans,90
LK_201709,A,1,Heterocapsa rotundata,83
LK_201709,A,1,Hildenbrandia sp. 27GWS,59
LK_201709,A,1,Hydra circumcincta,406
LK_201709,A,1,Laminariocolax aecidioides,9
LK_201709,A,1,Leptasterias hexactis,315
LK_201709,A,1,Lottia paradigitalis,9067
LK_201709,A,1,Martensia jejuensis,7
LK_201709,A,1,Mazzaella rosea,32
LK_201709,A,1,Mazzaella splendens,142
LK_201709,A,1,Membranipora membranacea,6
LK_201709,A,1,Micromonas pusilla,2974
LK_201709,A,1,Microspongium alariae,50
LK_201709,A,1,Minutocellus polymorphus,2695
LK_201709,A,1,Navicula cryptocephala,7
LK_201709,A,1,Neorhodomela oregona,92
LK_201709,A,1,Nereocystis luetkeana,45
LK_201709,A,1,Nitzschia cf. promare,23
LK_201709,A,1,Parvamoeba rugata,4
LK_201709,A,1,Phaeocystis antarctica,119
LK_201709,A,1,Phaeocystis globosa,33
LK_201709,A,1,Platynereis bicanaliculata,40
LK_201709,A,1,Polysiphonia hendryi,844
LK_201709,A,1,Prionitis sternbergii,3
LK_201709,A,1,Pseudolithophyllum sp. 2whidbeyense,28
LK_201709,A,1,Pterosiphonia bipinnata,89
LK_201709,A,1,Pyropia nereocystis,4
LK_201709,A,1,Pyropia perforata,11
LK_201709,A,1,Ralfsioid sp. 4GWS,510
LK_201709,A,1,Rhizosolenia setigera,1880
LK_201709,A,1,Semibalanus cariosus,18
LK_201709,A,1,Skeletonema cf. pseudocostatum,5
LK_201709,A,1,Stelligera rigida,15
LK_201709,A,1,Strongylocentrotus droebachiensis,57
LK_201709,A,1,Thalassiosira nordenskioeldii,969
LK_201709,A,1,Thelepus crispus,220
LK_201709,A,1,Tylos sp. clade D MM-2013,6
LK_201709,A,1,NA,9393
LK_201709,A,2,Acrochaetium moniliforme,5
LK_201709,A,2,Bathycoccus prasinos,14452
LK_201709,A,2,Boccardia proboscidea,7
LK_201709,A,2,Chrysochromulina sp. CCMP291,6
LK_201709,A,2,Clytia gracilis,354
LK_201709,A,2,Cylindrotheca closterium,45
LK_201709,A,2,Ditylum brightwellii,4
LK_201709,A,2,Emiliania huxleyi,41
LK_201709,A,2,Halichondria panicea,250
LK_201709,A,2,Hecatonema maculans,68
LK_201709,A,2,Heterocapsa rotundata,74
LK_201709,A,2,Hildenbrandia sp. 27GWS,5
LK_201709,A,2,Hydra circumcincta,196
LK_201709,A,2,Leathesia marina,6
LK_201709,A,2,Leptasterias hexactis,581
LK_201709,A,2,Lottia paradigitalis,10574
LK_201709,A,2,Mazzaella splendens,26
LK_201709,A,2,Microcladia sp. 1Cal,12
LK_201709,A,2,Micromonas pusilla,3215
LK_201709,A,2,Microspongium alariae,3
LK_201709,A,2,Minutocellus polymorphus,3402
LK_201709,A,2,Navicula sp. BOLD:AAO6950,4
LK_201709,A,2,Neorhodomela oregona,27
LK_201709,A,2,Nereocystis luetkeana,29
LK_201709,A,2,Phaeocystis antarctica,492
LK_201709,A,2,Platynereis bicanaliculata,81
LK_201709,A,2,Polysiphonia hendryi,88
LK_201709,A,2,Prionitis sternbergii,22
LK_201709,A,2,Pterosiphonia bipinnata,3
LK_201709,A,2,Pycnococcus provasolii,130
LK_201709,A,2,Pyropia perforata,3
LK_201709,A,2,Ralfsioid sp. 4GWS,441
LK_201709,A,2,Rhizosolenia setigera,954
LK_201709,A,2,Strongylocentrotus droebachiensis,1165
LK_201709,A,2,Thalassiosira nordenskioeldii,525
LK_201709,A,2,Thelepus crispus,324
LK_201709,A,2,Tylos sp. clade D MM-2013,7
LK_201709,A,2,NA,9670
LK_201709,A,3,Acrochaetium arcuatum,16
LK_201709,A,3,Acrochaetium moniliforme,57
LK_201709,A,3,Bathycoccus prasinos,20207
LK_201709,A,3,Boccardia proboscidea,83
LK_201709,A,3,Chthamalus dalli,41
LK_201709,A,3,Clytia gracilis,884
LK_201709,A,3,Coscinodiscus wailesii,6
LK_201709,A,3,Cylindrotheca closterium,21
LK_201709,A,3,Emiliania huxleyi,90
LK_201709,A,3,Grammonema striatula,4
LK_201709,A,3,Halichondria panicea,183
LK_201709,A,3,Hecatonema maculans,103
LK_201709,A,3,Heterocapsa rotundata,225
LK_201709,A,3,Hildenbrandia sp. 27GWS,57
LK_201709,A,3,Hydra circumcincta,93
LK_201709,A,3,Leathesia marina,4
LK_201709,A,3,Leptasterias hexactis,390
LK_201709,A,3,Lottia paradigitalis,8224
LK_201709,A,3,Mastocarpus alaskensis,5
LK_201709,A,3,Mazzaella splendens,29
LK_201709,A,3,Membranipora membranacea,3
LK_201709,A,3,Microcladia sp. 1Cal,11
LK_201709,A,3,Micromonas pusilla,3060
LK_201709,A,3,Microspongium alariae,28
LK_201709,A,3,Minutocellus polymorphus,1851
LK_201709,A,3,Navicula sp. BOLD:AAO6950,5
LK_201709,A,3,Neorhodomela oregona,16
LK_201709,A,3,Nereocystis luetkeana,40
LK_201709,A,3,Nitzschia cf. promare,6
LK_201709,A,3,Ostrea lurida,3
LK_201709,A,3,Phaeocystis antarctica,33
LK_201709,A,3,Phaeocystis globosa,21
LK_201709,A,3,Pisaster ochraceus,41
LK_201709,A,3,Platynereis bicanaliculata,8
LK_201709,A,3,Polysiphonia hendryi,73
LK_201709,A,3,Prionitis sternbergii,9
LK_201709,A,3,Pseudochattonella farcimen,63
LK_201709,A,3,Pterosiphonia bipinnata,8
LK_201709,A,3,Pycnococcus provasolii,10
LK_201709,A,3,Pyropia nereocystis,6
LK_201709,A,3,Pyropia perforata,13
LK_201709,A,3,Pythium tracheiphilum,21
LK_201709,A,3,Ralfsioid sp. 4GWS,1959
LK_201709,A,3,Rhizosolenia setigera,703
LK_201709,A,3,Semibalanus cariosus,5
LK_201709,A,3,Skeletonema dohrnii,5
LK_201709,A,3,Thalassiosira nordenskioeldii,374
LK_201709,A,3,Thelepus crispus,64
LK_201709,A,3,Tylos sp. clade D MM-2013,7
LK_201709,A,3,Wildemania amplissima,5
LK_201709,A,3,NA,7596
LK_201709,B,1,Acartia longiremis,19277
LK_201709,B,1,Acrochaetium arcuatum,174
LK_201709,B,1,Acrochaetium moniliforme,165
LK_201709,B,1,Bathycoccus prasinos,33676
LK_201709,B,1,Chthamalus dalli,12
LK_201709,B,1,Coscinodiscus wailesii,30
LK_201709,B,1,Cylindrotheca closterium,474
LK_201709,B,1,Ditylum brightwellii,5
LK_201709,B,1,Emiliania huxleyi,37
LK_201709,B,1,Fucus distichus,3
LK_201709,B,1,Grammonema striatula,79
LK_201709,B,1,Halichondria panicea,329
LK_201709,B,1,Hecatonema maculans,197
LK_201709,B,1,Heterocapsa rotundata,662
LK_201709,B,1,Lichtheimia ramosa,7
LK_201709,B,1,Membranipora membranacea,47
LK_201709,B,1,Mesocentrotus franciscanus,10
LK_201709,B,1,Microcladia sp. 1Cal,17
LK_201709,B,1,Micromonas pusilla,9163
LK_201709,B,1,Minutocellus polymorphus,8033
LK_201709,B,1,Naineris dendritica CMC02,8
LK_201709,B,1,Navicula cryptocephala,96
LK_201709,B,1,Navicula sp. BOLD:AAO6950,15
LK_201709,B,1,Neorhodomela oregona,780
LK_201709,B,1,Nereocystis luetkeana,130
LK_201709,B,1,Nitzschia cf. promare,16
LK_201709,B,1,Paracalanus sp. C AC-2013,8
LK_201709,B,1,Phaeocystis antarctica,714
LK_201709,B,1,Phaeocystis globosa,94
LK_201709,B,1,Pinnularia sp. 5 CS-2011,3
LK_201709,B,1,Platynereis bicanaliculata,94
LK_201709,B,1,Polydora lingshuiensis,79
LK_201709,B,1,Polynoidae sp. C_0250,11503
LK_201709,B,1,Polysiphonia hendryi,42
LK_201709,B,1,Pseudocalanus newmani,8415
LK_201709,B,1,Pseudochattonella farcimen,103
LK_201709,B,1,Pseudolithophyllum sp. 2whidbeyense,251
LK_201709,B,1,Pterosiphonia bipinnata,126
LK_201709,B,1,Pycnococcus provasolii,40
LK_201709,B,1,Pyropia nereocystis,5
LK_201709,B,1,Pyropia perforata,58
LK_201709,B,1,Pythium tracheiphilum,73
LK_201709,B,1,Ralfsioid sp. 4GWS,194
LK_201709,B,1,Rhizosolenia setigera,12794
LK_201709,B,1,Strongylocentrotus droebachiensis,385
LK_201709,B,1,Thalassiosira nordenskioeldii,4154
LK_201709,B,1,Thelepus crispus,10
LK_201709,B,1,Triparma laevis,19
LK_201709,B,1,NA,30240
LK_201709,B,2,Acartia longiremis,2524
LK_201709,B,2,Acrochaetium arcuatum,11
LK_201709,B,2,Anisolpidium ectocarpii,2
LK_201709,B,2,Bathycoccus prasinos,9945
LK_201709,B,2,Cylindrotheca closterium,33
LK_201709,B,2,Emiliania huxleyi,6
LK_201709,B,2,Gomphonema parvulum,9
LK_201709,B,2,Halichondria panicea,7
LK_201709,B,2,Hecatonema maculans,29
LK_201709,B,2,Heterocapsa rotundata,173
LK_201709,B,2,Hildenbrandia sp. 27GWS,3
LK_201709,B,2,Lottia paradigitalis,209
LK_201709,B,2,Membranipora membranacea,12
LK_201709,B,2,Micromonas pusilla,2163
LK_201709,B,2,Minutocellus polymorphus,2037
LK_201709,B,2,Neorhodomela oregona,116
LK_201709,B,2,Nereocystis luetkeana,8
LK_201709,B,2,Phaeocystis antarctica,56
LK_201709,B,2,Phaeocystis globosa,27
LK_201709,B,2,Polydora lingshuiensis,5
LK_201709,B,2,Polynoidae sp. C_0250,2743
LK_201709,B,2,Polysiphonia hendryi,39
LK_201709,B,2,Pseudocalanus newmani,1249
LK_201709,B,2,Pseudochattonella farcimen,34
LK_201709,B,2,Pycnococcus provasolii,8
LK_201709,B,2,Pyropia perforata,11
LK_201709,B,2,Pythium tracheiphilum,34
LK_201709,B,2,Ralfsioid sp. 4GWS,94
LK_201709,B,2,Rhizosolenia setigera,1933
LK_201709,B,2,Strongylocentrotus droebachiensis,737
LK_201709,B,2,Thalassiosira nordenskioeldii,439
LK_201709,B,2,Triparma laevis,18
LK_201709,B,2,NA,9968
LK_201709,B,3,Acartia longiremis,1834
LK_201709,B,3,Bathycoccus prasinos,19057
LK_201709,B,3,Blastocladiella emersonii,12
LK_201709,B,3,Clytia gracilis,6
LK_201709,B,3,Corallina vancouveriensis,5
LK_201709,B,3,Coscinodiscus wailesii,66
LK_201709,B,3,Cylindrotheca closterium,69
LK_201709,B,3,Ditylum brightwellii,3
LK_201709,B,3,Emiliania huxleyi,15
LK_201709,B,3,Gomphonema parvulum,17
LK_201709,B,3,Grammonema striatula,153
LK_201709,B,3,Halichondria panicea,6
LK_201709,B,3,Hecatonema maculans,489
LK_201709,B,3,Heterocapsa rotundata,846
LK_201709,B,3,Hildenbrandia sp. 27GWS,13
LK_201709,B,3,Homo sapiens,8
LK_201709,B,3,Leptasterias hexactis,5
LK_201709,B,3,Lottia paradigitalis,275
LK_201709,B,3,Membranipora membranacea,54
LK_201709,B,3,Microcladia sp. 1Cal,23
LK_201709,B,3,Micromonas pusilla,4365
LK_201709,B,3,Minutocellus polymorphus,564
LK_201709,B,3,Navicula cryptocephala,4
LK_201709,B,3,Neorhodomela oregona,217
LK_201709,B,3,Nereocystis luetkeana,450
LK_201709,B,3,Paracalanus sp. C AC-2013,41
LK_201709,B,3,Phaeocystis globosa,48
LK_201709,B,3,Platynereis bicanaliculata,19
LK_201709,B,3,Polydora lingshuiensis,61
LK_201709,B,3,Polynoidae sp. C_0250,358
LK_201709,B,3,Polysiphonia hendryi,64
LK_201709,B,3,Poteriospumella lacustris,3
LK_201709,B,3,Protoperidinium cf. depressum,29
LK_201709,B,3,Pseudocalanus acuspes,8
LK_201709,B,3,Pseudocalanus newmani,985
LK_201709,B,3,Pseudochattonella farcimen,34
LK_201709,B,3,Pterosiphonia bipinnata,76
LK_201709,B,3,Pyropia nereocystis,33
LK_201709,B,3,Pyropia perforata,198
LK_201709,B,3,Pythium tracheiphilum,46
LK_201709,B,3,Ralfsioid sp. 4GWS,468
LK_201709,B,3,Rhizosolenia setigera,3985
LK_201709,B,3,Semibalanus cariosus,17
LK_201709,B,3,Skeletonema japonicum,50
LK_201709,B,3,Strongylocentrotus droebachiensis,296
LK_201709,B,3,Thalassionema nitzschioides,5
LK_201709,B,3,Thalassiosira nordenskioeldii,528
LK_201709,B,3,NA,14008
LK_201709,C,1,Acrochaetium moniliforme,23
LK_201709,C,1,Bathycoccus prasinos,8466
LK_201709,C,1,Blastocladiella emersonii,4
LK_201709,C,1,Boccardia proboscidea,56
LK_201709,C,1,Cafeteria roenbergensis,12
LK_201709,C,1,Chattonella subsalsa,2
LK_201709,C,1,Chrysochromulina sp. CCMP291,4
LK_201709,C,1,Coscinodiscus wailesii,4
LK_201709,C,1,Cylindrotheca closterium,107
LK_201709,C,1,Ditylum brightwellii,3
LK_201709,C,1,Emiliania huxleyi,213
LK_201709,C,1,Grammonema striatula,95
LK_201709,C,1,Halichondria panicea,231
LK_201709,C,1,Hecatonema maculans,54
LK_201709,C,1,Heterocapsa rotundata,81
LK_201709,C,1,Hydra circumcincta,142
LK_201709,C,1,Laminariocolax aecidioides,8
LK_201709,C,1,Leptasterias hexactis,310
LK_201709,C,1,Littorina sitkana,5
LK_201709,C,1,Lottia paradigitalis,5
LK_201709,C,1,Membranipora membranacea,85
LK_201709,C,1,Micromonas pusilla,2916
LK_201709,C,1,Minutocellus polymorphus,2851
LK_201709,C,1,Naineris dendritica CMC02,342
LK_201709,C,1,Neorhodomela oregona,26
LK_201709,C,1,Nereocystis luetkeana,24
LK_201709,C,1,Nitzschia cf. promare,83
LK_201709,C,1,Phaeocystis antarctica,43
LK_201709,C,1,Phaeocystis globosa,28
LK_201709,C,1,Polysiphonia hendryi,74
LK_201709,C,1,Poteriospumella lacustris,13
LK_201709,C,1,Pseudocalanus newmani,3258
LK_201709,C,1,Pterosiphonia bipinnata,6
LK_201709,C,1,Pyropia nereocystis,4
LK_201709,C,1,Pythium tracheiphilum,37
LK_201709,C,1,Ralfsioid sp. 4GWS,339
LK_201709,C,1,Rhizosolenia setigera,674
LK_201709,C,1,Strongylocentrotus droebachiensis,71
LK_201709,C,1,Thalassiosira nordenskioeldii,630
LK_201709,C,1,Thecamonas trahens,4
LK_201709,C,1,NA,14458
LK_201709,C,2,Acrochaetium arcuatum,161
LK_201709,C,2,Bathycoccus prasinos,5588
LK_201709,C,2,Boccardia proboscidea,33
LK_201709,C,2,Cafeteria roenbergensis,10
LK_201709,C,2,Corallina vancouveriensis,93
LK_201709,C,2,Coscinodiscus wailesii,35
LK_201709,C,2,Cylindrotheca closterium,28
LK_201709,C,2,Emiliania huxleyi,17
LK_201709,C,2,Grammonema striatula,91
LK_201709,C,2,Halichondria panicea,177
LK_201709,C,2,Hecatonema maculans,33
LK_201709,C,2,Heterocapsa rotundata,106
LK_201709,C,2,Hildenbrandia sp. 27GWS,10
LK_201709,C,2,Leptasterias hexactis,29
LK_201709,C,2,Lottia paradigitalis,61
LK_201709,C,2,Martensia jejuensis,5
LK_201709,C,2,Mazzaella rosea,8
LK_201709,C,2,Membranipora membranacea,144
LK_201709,C,2,Micromonas pusilla,2903
LK_201709,C,2,Minutocellus polymorphus,2144
LK_201709,C,2,Navicula sp. BOLD:AAO6950,3
LK_201709,C,2,Neorhodomela oregona,10
LK_201709,C,2,Nereocystis luetkeana,22
LK_201709,C,2,Nitzschia cf. promare,16
LK_201709,C,2,Phaeocystis antarctica,12
LK_201709,C,2,Phaeocystis globosa,4
LK_201709,C,2,Polysiphonia hendryi,143
LK_201709,C,2,Proboscidactyla flavicirrata,22
LK_201709,C,2,Pseudocalanus newmani,2440
LK_201709,C,2,Pseudochattonella farcimen,17
LK_201709,C,2,Pterosiphonia bipinnata,32
LK_201709,C,2,Pycnococcus provasolii,27
LK_201709,C,2,Pythium tracheiphilum,24
LK_201709,C,2,Ralfsioid sp. 4GWS,137
LK_201709,C,2,Rhizosolenia setigera,643
LK_201709,C,2,Semibalanus cariosus,4
LK_201709,C,2,Skeletonema japonicum,4
LK_201709,C,2,Thalassiosira nordenskioeldii,417
LK_201709,C,2,Thelepus crispus,15
LK_201709,C,2,NA,7235
LK_201709,C,3,Apodachlya minima,8
LK_201709,C,3,Bathycoccus prasinos,14500
LK_201709,C,3,Blastocladiella emersonii,32
LK_201709,C,3,Boccardia proboscidea,82
LK_201709,C,3,Chrysochromulina sp. CCMP291,7
LK_201709,C,3,Corallina vancouveriensis,13
LK_201709,C,3,Coscinodiscus wailesii,43
LK_201709,C,3,Cylindrotheca closterium,214
LK_201709,C,3,Dictyocha speculum,37
LK_201709,C,3,Dolichomastix tenuilepis,129
LK_201709,C,3,Emiliania huxleyi,108
LK_201709,C,3,Grammonema striatula,109
LK_201709,C,3,Halichondria panicea,202
LK_201709,C,3,Hecatonema maculans,119
LK_201709,C,3,Hematodinium sp.,2
LK_201709,C,3,Heterocapsa rotundata,426
LK_201709,C,3,Hildenbrandia sp. 27GWS,19
LK_201709,C,3,Leathesia marina,10
LK_201709,C,3,Leptasterias hexactis,26
LK_201709,C,3,Lichtheimia ramosa,11
LK_201709,C,3,Littorina sitkana,10
LK_201709,C,3,Lottia paradigitalis,196
LK_201709,C,3,Mazzaella splendens,4
LK_201709,C,3,Membranipora membranacea,178
LK_201709,C,3,Micromonas pusilla,4143
LK_201709,C,3,Microspongium alariae,43
LK_201709,C,3,Minutocellus polymorphus,2292
LK_201709,C,3,Navicula cryptocephala,2
LK_201709,C,3,Navicula sp. BOLD:AAO6950,10
LK_201709,C,3,Navicula sp. BOLD:AAO6951,5
LK_201709,C,3,Nereocystis luetkeana,74
LK_201709,C,3,Nitzschia cf. promare,75
LK_201709,C,3,Oligocottus maculosus,293
LK_201709,C,3,Petalonia fascia,6
LK_201709,C,3,Phaeocystis antarctica,11
LK_201709,C,3,Phaeocystis globosa,22
LK_201709,C,3,Phytophthora riparia,5
LK_201709,C,3,Polysiphonia hendryi,237
LK_201709,C,3,Prionitis sternbergii,8
LK_201709,C,3,Pseudocalanus newmani,4031
LK_201709,C,3,Pterosiphonia bipinnata,37
LK_201709,C,3,Pycnococcus provasolii,190
LK_201709,C,3,Pyropia nereocystis,5
LK_201709,C,3,Pyropia perforata,3
LK_201709,C,3,Pythium tracheiphilum,47
LK_201709,C,3,Ralfsioid sp. 4GWS,786
LK_201709,C,3,Rhizosolenia setigera,1407
LK_201709,C,3,Sellaphora pupula,2
LK_201709,C,3,Skeletonema japonicum,11
LK_201709,C,3,Thalassiosira nordenskioeldii,684
LK_201709,C,3,Thecamonas trahens,7
LK_201709,C,3,Thelepus crispus,163
LK_201709,C,3,NA,16359
LK_201710,A,1,Acartia longiremis,53
LK_201710,A,1,Acrochaetium arcuatum,10
LK_201710,A,1,Bathycoccus prasinos,333
LK_201710,A,1,Callophyllis flabellulata,2
LK_201710,A,1,Chaetoceros socialis,7
LK_201710,A,1,Chthamalus dalli,163
LK_201710,A,1,Corallina vancouveriensis,10
LK_201710,A,1,Coscinodiscus wailesii,21
LK_201710,A,1,Fucus distichus,2
LK_201710,A,1,Heterocapsa rotundata,13
LK_201710,A,1,Hildenbrandia sp. 27GWS,28
LK_201710,A,1,Littorina plena,4
LK_201710,A,1,Macoma nasuta,7
LK_201710,A,1,Mastocarpus alaskensis,8
LK_201710,A,1,Micromonas pusilla,191
LK_201710,A,1,Minutocellus polymorphus,476
LK_201710,A,1,Penicillium sclerotiorum,45
LK_201710,A,1,Phaeocystis antarctica,24
LK_201710,A,1,Phyllodoce medipapillata,12
LK_201710,A,1,Pseudocalanus newmani,3
LK_201710,A,1,Pseudochattonella farcimen,32
LK_201710,A,1,Pycnococcus provasolii,9
LK_201710,A,1,Pythium acanthicum,4
LK_201710,A,1,Pythium tracheiphilum,37
LK_201710,A,1,Rhizosolenia setigera,6
LK_201710,A,1,Thalassiosira nordenskioeldii,187
LK_201710,A,1,Thelepus crispus,142
LK_201710,A,1,Wildemania sp. 5POR,17
LK_201710,A,1,NA,2822
LK_201710,A,2,Acartia longiremis,1960
LK_201710,A,2,Acrochaetium arcuatum,6
LK_201710,A,2,Bathycoccus prasinos,7100
LK_201710,A,2,Blastocladiella emersonii,7
LK_201710,A,2,Callophyllis flabellulata,29
LK_201710,A,2,Chaetoceros socialis,388
LK_201710,A,2,Chaetoceros sp. MBTD-CMFRI-S062,31
LK_201710,A,2,Chattonella subsalsa,29
LK_201710,A,2,Chrysochromulina sp. CCMP291,5
LK_201710,A,2,Chthamalus dalli,2622
LK_201710,A,2,Coscinodiscus wailesii,92
LK_201710,A,2,Dictyocha speculum,85
LK_201710,A,2,Ditylum brightwellii,171
LK_201710,A,2,Emiliania huxleyi,23
LK_201710,A,2,Eucampia zodiacus,2
LK_201710,A,2,Fucus distichus,49
LK_201710,A,2,Hematodinium sp.,18
LK_201710,A,2,Heterocapsa rotundata,405
LK_201710,A,2,Hildenbrandia sp. 27GWS,41
LK_201710,A,2,Homo sapiens,259
LK_201710,A,2,Leptasterias hexactis,79
LK_201710,A,2,Littorina sitkana,29
LK_201710,A,2,Lottia paradigitalis,82
LK_201710,A,2,Macoma nasuta,108
LK_201710,A,2,Mastocarpus alaskensis,30
LK_201710,A,2,Membranipora membranacea,5
LK_201710,A,2,Micromonas pusilla,2685
LK_201710,A,2,Minutocellus polymorphus,11522
LK_201710,A,2,Muggiaea atlantica,63
LK_201710,A,2,Neorhodomela oregona,18
LK_201710,A,2,Nereocystis luetkeana,4
LK_201710,A,2,Paracalanus sp. C AC-2013,24
LK_201710,A,2,Penicillium sclerotiorum,56
LK_201710,A,2,Phaeocystis antarctica,513
LK_201710,A,2,Phaeocystis globosa,56
LK_201710,A,2,Phytophthora riparia,3
LK_201710,A,2,Poteriospumella lacustris,9
LK_201710,A,2,Protoperidinium cf. depressum,105
LK_201710,A,2,Pseudochattonella farcimen,413
LK_201710,A,2,Pycnococcus provasolii,154
LK_201710,A,2,Pythium acanthicum,22
LK_201710,A,2,Pythium tracheiphilum,91
LK_201710,A,2,Semibalanus cariosus,166
LK_201710,A,2,Skeletonema japonicum,17
LK_201710,A,2,Stephanopyxis turris,57
LK_201710,A,2,Thalassiosira nordenskioeldii,3024
LK_201710,A,2,Thalassiosira punctigera,4
LK_201710,A,2,Thelepus crispus,3913
LK_201710,A,2,NA,38421
LK_201710,A,3,Acartia longiremis,520
LK_201710,A,3,Balanus glandula,18
LK_201710,A,3,Bathycoccus prasinos,1651
LK_201710,A,3,Blastocladiella emersonii,5
LK_201710,A,3,Callophyllis flabellulata,4
LK_201710,A,3,Chaetoceros socialis,66
LK_201710,A,3,Chattonella subsalsa,6
LK_201710,A,3,Chthamalus dalli,411
LK_201710,A,3,Cordyceps militaris,10
LK_201710,A,3,Coscinodiscus wailesii,12
LK_201710,A,3,Dendraster excentricus,81
LK_201710,A,3,Dictyocha speculum,27
LK_201710,A,3,Ditylum brightwellii,14
LK_201710,A,3,Emiliania huxleyi,12
LK_201710,A,3,Fucus distichus,16
LK_201710,A,3,Halichondria panicea,11
LK_201710,A,3,Heterocapsa rotundata,16
LK_201710,A,3,Hildenbrandia sp. 27GWS,23
LK_201710,A,3,Homo sapiens,62
LK_201710,A,3,Littorina scutulata,10
LK_201710,A,3,Macoma nasuta,63
LK_201710,A,3,Mastocarpus alaskensis,7
LK_201710,A,3,Membranipora membranacea,15
LK_201710,A,3,Micromonas pusilla,543
LK_201710,A,3,Minutocellus polymorphus,2553
LK_201710,A,3,Notheia anomala,2
LK_201710,A,3,Penicillium sclerotiorum,53
LK_201710,A,3,Phaeocystis antarctica,35
LK_201710,A,3,Phaeocystis globosa,12
LK_201710,A,3,Protoperidinium cf. depressum,23
LK_201710,A,3,Pseudochattonella farcimen,79
LK_201710,A,3,Pycnococcus provasolii,7
LK_201710,A,3,Pythium tracheiphilum,40
LK_201710,A,3,Ralfsioid sp. 4GWS,3
LK_201710,A,3,Rhizosolenia setigera,10
LK_201710,A,3,Skeletonema japonicum,3
LK_201710,A,3,Thalassiosira nordenskioeldii,788
